GEOMETRYID,distance_mi
{00655ec9-342a-441b-89c7-6aaa105f0c48},0.027461041010355663
{00d9241b-310e-4139-bfd7-10f673f53bd9},0.21880103699311074
{01bb3978-fcbd-446c-92a4-296aedaf1e35},0.07993601557336942
{02928de8-b3d7-4371-9e5f-54263e2e8806},0.5962192982694203
{02f76460-bd83-485d-b6dd-8e053044d404},0.06162888353843773
{033a2137-5a63-4657-8b19-f6f5dd4c921b},0.20120537216719078
{034ba98b-78e4-4c7a-9ee2-3375ef5a22bf},0.05447207769609821
{03b50c35-ca9a-4899-8f90-3104bf4e4542},0.03541942914827971
{047b937f-62e8-4f8e-91db-d858d2da99a3},0.0019546459414160403
{04f4ae7d-67ac-4f6c-a1ba-5f63d2f667ca},0.20990031529761494
{05d271d6-6072-4568-bb91-bcc8cc8baae6},0.0100270072194543
{05f4e91e-55a3-47f7-8e9a-c54793ba5467},0.3511019010324906
{07185459-d36e-430f-bba4-7d743254988a},0.1653837895585653
{0727f45d-e456-4dbf-9e3c-3eb4028f1ea1},0.2048858616663331
{0760d8e7-d8e3-4a1d-ad1c-9bd6f1177e7c},0.1057670286066779
{07745ac5-0f58-4113-b2d5-5ee603a2597f},0.008632968268118777
{07b812d6-99a2-424c-a952-19dac6e09ee8},0.033295094926220084
{08347710-1348-4313-9b81-7a0c17e73b54},0.6542858785783694
{087199b8-158a-4c17-9357-59f883cf9359},0.12540809921442936
{08b4c482-66b3-4175-8201-9542f039755f},0.6101287610945014
{092c7172-d1b9-4c4f-b554-756c5a510112},0.2906876633591933
{09d06241-54d7-4995-a619-7bc0bb9c8a3a},0.01675111541128493
{0a44c1a0-b051-437a-b697-3e0bfbc86bb4},0.19479365454660177
{0a635a65-ec7a-4004-b494-e8b7f700de8f},1.126041553390431
{0b7d5238-4e36-474c-970d-f043d2ea5682},0.018280059969529357
{0c323993-0392-4aa7-a2c2-599fb05327e4},0.02763101879870901
{0cf58676-acdc-4e06-9820-c25066924d5d},0.16519162308517044
{0d10e950-e5f4-48dc-81d2-9c22ea8cc19d},0.3951224503145991
{0d3785be-ae4c-4fd9-a6f1-aaa1fc81d0c7},0.28941568077245877
{0d8459c1-77c4-4d97-b4e1-9707950c88e4},0.02840120519511228
{0dd7072d-7cf7-4eda-a782-cc1161819fe4},0.2257077667724606
{0e13c46d-5e64-4565-a91f-ecb87bce2814},0.061420612806837756
{0e2c3db9-a4b5-43d1-a87d-098210dcc3e1},0.5975594078026413
{0e7caefd-d924-4a50-bc0d-6fc3baf4b000},0.07880503042138279
{0eaf1c3e-9ac4-4791-af15-2702c2babe6e},0.10379085257551506
{0f2743b4-e971-4d15-bf59-9f4f08954581},0.4188831643499817
{0f64bd5d-755f-4e4b-8075-1e602827404e},0.6370326329877812
{0f66edd6-961a-4507-8356-0e9bc876de91},0.031609726275424986
{0f7b5ce7-eaff-4c86-a2e6-38c21755cd1c},0.25945766152948024
{0f913808-a9fa-49a3-aedd-b6c0a68dc0ef},0.18761299662143308
{102e0e8f-fa34-4fd2-b55c-aafb5107f7e5},0.027831566525446407
{10cf8741-daf9-46e1-9b58-a35f1786fdb4},0.2986769116610187
{10f7ce49-7b54-44c8-a5c3-2365396acc96},0.03498951414063448
{1106318f-e347-4fb9-bc88-2e72db4bc89e},0.09557425187403748
{114df8d8-dd3a-498a-83c9-9108c651296c},0.02813698778596787
{11a9a7af-4924-46e1-b8b9-cf579ae4662a},0.13680405431204298
{133fcfd3-ffce-4a1f-916d-706a551899ab},0.19226242487936068
{1371d5bc-6930-4540-9a82-fae478886e7c},0.1596054838918344
{13aa137e-2150-431a-8784-1c678a7b016a},0.06034343346365167
{145900b9-351a-47df-a847-d4fa5edb74dc},0.039621424364070866
{1472584b-733e-411a-bad5-65e71e999431},0.35543159844333694
{165c2e12-89f7-41ad-ba74-9b5d9be7ad7f},0.029118155400696722
{16c2fb5b-0c68-4f92-921c-89a91acc2bb5},0.015292409109840067
{173c4234-7036-4a48-8929-d3b9ae3b95ee},0.025817334216394282
{174e0795-3cea-4359-8642-b3e672c275a1},0.8252631895596722
{17e1b673-afc5-4e56-8134-a4e7dd87512e},0.12491103619161893
{17fad628-b0b8-476c-b789-d7c20ffac209},0.23467307574908078
{18775d94-5ccf-447c-b6ce-a39543fbada6},0.3106974756660183
{18efe8a1-8c9e-441e-8c3e-089c615b3078},0.4235370793743168
{19412f1b-d57f-47d9-a064-2ecb01ca1ffe},0.21379259305765858
{195c3a1d-0175-4e48-b6a6-ef745e757cf6},0.22350674914146224
{1ada419c-4ca7-4caf-bb35-81cf7c4a8da6},0.8210764608848332
{1b9aea70-6484-4e52-822a-6063483b78e2},0.03037976455896834
{1c4db717-3aa9-4470-b9cc-f7e79f777a70},0.02643432773866813
{1d84a846-e7b8-4df6-92da-c579d86ac955},0.30750501686238135
{1db16942-3007-4a37-b2df-713edbfa521c},0.0032631283800657676
{1e2d05f0-8946-4db8-b130-8a6230277f28},0.21716088822947496
{1efcc51a-0b51-4510-97e9-4f5d5c26e560},0.045386773618319234
{1f460f87-b25f-4e1b-9316-f2ee7df9f622},0.05034572861381893
{1f8888cb-85dd-4c21-a11f-08cf112c3ea6},0.5195107764647606
{20e2f924-287b-4549-900d-3ac28cab7856},0.3348597740218812
{20f09490-6931-466b-96b6-452af1740d7e},0.3950708409964682
{215924f0-8c7b-4381-bf11-f3acbe9f51f0},0.24133759166740876
{21627df0-c3c8-49e4-844a-f487716b1bad},0.05671193709243322
{21739ae1-06f4-45fe-b48f-65c38a14f348},0.04719464485318887
{21f731c2-62d0-4091-bb4e-91d5163dadfa},0.16619131436826634
{236003de-7315-4692-b5d8-6d936926a068},0.015014417163221506
{241d69cd-cf61-452c-81f3-a926a9b5adb0},1.1109345694982156
{246c8cca-3ea7-41bc-8cdb-244b705883e5},0.11719940709481314
{248ed751-9727-4ba8-985b-1ab6621cdbc2},0.014662624771349228
{252c895e-2862-44fe-8e48-7e13c0fec1ea},0.008615237865455247
{25549c6e-8caf-4324-b427-1028ea585987},0.048799914992140515
{2619664a-b795-4f14-ad72-4bb7eef06ec7},0.06254900295507751
{267623e6-5a4c-4059-bf43-02d142524866},0.007116955468540998
{26bab670-e67b-41d4-be99-b8e481dae9c7},0.08975996539152686
{271d2d6e-b67b-43b4-80d4-a74d7a0d88cf},0.05622245077967004
{27df27fb-2823-44dc-90ba-52cf75d55c1f},0.04311610137352856
{28bea1ec-bdee-4fcd-8e65-ba4925a98c86},0.07294229110196938
{28e111a3-d315-4b12-97a0-53d90b35693c},0.07765331268383444
{28ea21e9-27ab-4968-bfb8-3c6c6c36f28e},0.04705397850036062
{29060920-95be-4aa1-982e-65f6ae4e2a9d},0.10960378755974666
{2b0be81e-45cf-454c-96da-04adce2266ba},0.07341512071887939
{2b416453-b693-453a-9e88-19e63c63e737},0.1581615021997378
{2bf65e1a-712e-4863-bbb1-64f3b1245f8d},0.08206512155272914
{2cfb6a94-540f-49bb-a728-b8f9a8579b6d},0.35305251156223644
{2df918ab-87c3-4cd2-a4fb-ae3bcf7a3ec7},0.1486717292135672
{2e134a94-8d67-4905-8e5a-5350d068546c},0.22486880346823848
{2e42bdda-067f-4764-a922-79ca79fe0082},0.27345269180644266
